days_published,newspaper_name,city,state,total_circulation,county,state_full
1,Minneapolis Messenger,Minneapolis,Kan.,2333,Ottawa,Kansas
1,Chewelah Independent,Chewelah,Wash.,2333,Stevens,Washington
6,Guymon Daily Herald,Guymon,Okla.,2332,Texas,Oklahoma
1,Lake Mills Graphic,Lake Mills,Iowa,2327,Winnebago,Iowa
1,Clarinda Herald-Journal,Clarinda,Iowa,2325,Page,Iowa
2,Lyons Daily News,Lyons,Kan.,2321,Rice,Kansas
1,State Line Observer,Morenci,Mich.,2321,Lenawee,Michigan
1,Paynesville Press,Paynesville,Minn.,2319,Stearns,Minnesota
1,Eagle Grove Eagle,Eagle Grove,Iowa,2317,Wright,Iowa
2,Redford Observer,Livonia,Mich.,2314,Wayne,Michigan
1,North Jefferson News,Gardendale,Ala.,2310,Jefferson,Alabama
1,Daily News,Kingsport,Tenn.,2308,Sullivan,Tennessee
1,Mechanicsburg Telegram,Mechanicsburg,Ohio,2307,Champaign,Ohio
1,Wapello Republican,Wapello,Iowa,2306,Louisa,Iowa
1,Williston Pioneer Sun-News,Williston,Fla.,2305,Levy,Florida
1,Friendswood Reporter News,Pearland,Texas,2305,Brazoria,Texas
1,Plain Talk,Vermillion,S.D.,2305,Clay,South Dakota
1,Valders Journal,Valders,Wisc.,2305,Manitowoc,Wisconsin
1,Alpine Avalanche,Alpine,Texas,2303,Brewster,Texas
1,Clifton Record,Clifton,Texas,2303,Bosque,Texas
5,Observer-News-Enterprise,Newton,N.C.,2303,Catawba,North Carolina
1,Weekly Observer,Hemingway,S.C.,2300,Williamsburg,South Carolina
1,Red Springs Citizen,Red Springs,N.C.,2300,Robeson,North Carolina
1,Newport Independent,Newport,Ark.,2300,Jackson,Arkansas
2,Dalhart Texan,Dalhart,Texas,2300,Dallam,Texas
1,Hartsville VidetteThe,Hartsville,Tenn.,2300,Trousdale,Tennessee
1,Hugoton Hermes,Hugoton,Kan.,2300,Stevens,Kansas
1,San Juan Record,Monticello,Utah,2300,San Juan,Utah
1,Sumner Press,Sumner,Ill.,2300,Lawrence,Illinois
1,Cloverdale Reveille,Cloverdale,Calif.,2300,Sonoma,California
2,Russell County News,Russell,Kan.,2300,Russell,Kansas
1,Democrat-Leader,Fayette,Mo.,2300,Howard,Missouri
1,Fayette Advertiser,Fayette,Mo.,2300,Howard,Missouri
2,Hiawatha World,Hiawatha,Kan.,2300,Brown,Kansas
1,Granville Sentinel The,Granville,Ohio,2300,Licking,Ohio
1,Minden Courier,Minden,Neb.,2300,Kearney,Nebraska
1,Imperial Republican,Imperial,Neb.,2300,Chase,Nebraska
1,Limestone Independent News,Bartonville,Ill.,2300,Peoria,Illinois
1,Observer,Hasbrouck Heights,N.J.,2300,Bergen,New Jersey
6,Journal,Corry,Pa.,2300,Erie,Pennsylvania
1,Atkinson Graphic,Atkinson,Neb.,2300,Holt,Nebraska
1,Glenns Ferry Gazette,Glenns Ferry,Idaho,2300,Elmore,Idaho
1,Sandusky Tribune & Deckerville Recorder,Deckerville,Mich.,2300,Sanilac,Michigan
1,Enterprise,Bucksport,Maine,2300,Hancock,Maine
1,Clintonville Tribune-Gazette,Clintonville,Wisc.,2300,Waupaca,Wisconsin
1,Monticello Times,Monticello,Minn.,2300,Wright,Minnesota
1,Madisonian,Ennis,Mont.,2300,Madison,Montana
1,Swift County Monitor-News,Benson,Minn.,2299,Swift,Minnesota
7,News Chief,Winter Haven,Fla.,2298,Polk,Florida
1,Clay County Republican,Louisville,Ill.,2295,Clay,Illinois
1,Jefferson Herald,Jefferson,Iowa,2294,Greene,Iowa
1,Fulton Leader,Fulton,Ky.,2292,Fulton,Kentucky
1,Clyde Journal,Clyde,Texas,2290,Callahan,Texas
1,Sparta Ishmaelite,Sparta,Ga.,2290,Hancock,Georgia
5,Blytheville Courier-News,Blytheville,Ark.,2290,Mississippi,Arkansas
1,Mount Ayr Record-News,Mount Ayr,Iowa,2290,Ringgold,Iowa
1,Raynham Call,Raynham,Mass.,2286,Bristol,Massachusetts
1,Estherville News,Estherville,Iowa,2282,Emmet,Iowa
1,Greenwood Democrat,Greenwood,Ark.,2280,Sebastian,Arkansas
1,Thermopolis Independent Record,Thermopolis,Wyo.,2280,Hot Springs,Wyoming
1,Star The,South Sioux City,Neb.,2278,Dakota,Nebraska
2,Gonzales Inquirer,Gonzales,Texas,2277,Gonzales,Texas
1,Citizen,Wantagh,N.Y.,2275,Nassau,New York
1,Burnett County Sentinel,Grantsburg,Wisc.,2275,Burnett,Wisconsin
1,Wilton Bulletin,Wilton,Conn.,2273,Fairfield,Connecticut
1,Phoenix Register,Phoenix,N.Y.,2272,Oswego,New York
1,Northwest Iowa Extra,Rock Rapids,Iowa,2264,Lyon,Iowa
1,Llano County Journal,Llano,Texas,2262,Llano,Texas
1,Hill City Times,Hill City,Kan.,2260,Graham,Kansas
1,Hagerstown Herald-Mail,Hagerstown,Ind.,2257,Wayne,Indiana
1,Herald,Sharpsburg,Pa.,2251,Allegheny,Pennsylvania
1,Wayne Eagle,Wayne,Mich.,2251,Wayne,Michigan
1,Shiner Gazette,Shiner,Texas,2250,Lavaca,Texas
5,Commercial Recorder,Fort Worth,Texas,2250,Tarrant,Texas
1,Health City Sun,Albuquerque,N.M.,2250,Bernalillo,New Mexico
1,Steele Enterprise,Steele,Mo.,2250,Pemiscot,Missouri
1,Albion New Era,Albion,Ind.,2250,Noble,Indiana
1,Bennett County Booster II,Martin,S.D.,2250,Bennett,South Dakota
1,Big Horn County News,Hardin,Mont.,2250,Big Horn,Montana
2,Western News,Libby,Mont.,2250,Lincoln,Montana
1,Ness County News,Ness City,Kan.,2248,Ness,Kansas
1,Sanger Courier,Sanger,Texas,2247,Denton,Texas
5,Augusta Daily Gazette,Augusta,Kan.,2247,Butler,Kansas
1,Okanogan Valley Gazette-Tribune,Oroville,Wash.,2247,Okanogan,Washington
1,Community News,Aledo,Texas,2244,Parker,Texas
1,Poplarville Democrat,Poplarville,Miss.,2236,Pearl River,Mississippi
1,Dawson Springs Progress,Dawson Springs,Ky.,2235,Hopkins,Kentucky
1,Sheldon Mail-Sun,Sheldon,Iowa,2233,OBrien,Iowa
1,Chenango American/Whitney Point Report Th,Greene,N.Y.,2231,Chenango,New York
1,Cleveland County Herald,Rison,Ark.,2230,Cleveland,Arkansas
1,Delaware County Journal,Jay,Okla.,2230,Delaware,Oklahoma
1,Atchison County Mail,Rock Port,Mo.,2230,Atchison,Missouri
1,Tarkio Avalanche,Tarkio,Mo.,2230,Atchison,Missouri
1,Barbers Hill Dayton Press,Mont Belvieu,Texas,2228,Chambers,Texas
1,Hampton Chronicle,Hampton,Iowa,2228,Franklin,Iowa
1,Elgin Courier,Elgin,Texas,2227,Bastrop,Texas
1,Vandalia Leader-Press,Vandalia,Mo.,2226,Audrain,Missouri
1,Herscher Pilot,Herscher,Ill.,2226,Kankakee,Illinois
1,Kansas Chief The,Wathena,Kan.,2225,Doniphan,Kansas
1,Benton County News,Foley,Minn.,2224,Benton,Minnesota
1,McIntosh County Democrat,Checotah,Okla.,2223,McIntosh,Oklahoma
1,Parkersburg Eclipse-News-Review,Parkersburg,Iowa,2221,Butler,Iowa
1,San Pedro Valley News-Sun,Benson,Ariz.,2220,Cochise,Arizona
1,Calhoun Times The,St Matthews,S.C.,2220,Calhoun,South Carolina
1,Wadena Pioneer Journal,Wadena,Minn.,2220,Wadena,Minnesota
1,Ida County Courier,Ida Grove,Iowa,2219,Ida,Iowa
1,Monroe County Appeal,Paris,Mo.,2215,Monroe,Missouri
2,Grinnell Herald-Register,Grinnell,Iowa,2215,Poweshiek,Iowa
1,County Journal,Washburn,Wisc.,2212,Bayfield,Wisconsin
1,Greene Prairie Press,White Hall,Ill.,2210,Greene,Illinois
1,Central Delta Argus-Sun,Brinkley,Ark.,2209,Monroe,Arkansas
1,Garnet Valley Press,West Chester,Pa.,2209,Chester,Pennsylvania
1,Mount Horeb Mail,Mount Horeb,Wisc.,2209,Dane,Wisconsin
1,News Tribune,Hicksville,Ohio,2207,Defiance,Ohio
1,Refugio County Press,Refugio,Texas,2200,Refugio,Texas
1,Carrizo Springs Javelin,Carrizo Springs,Texas,2200,Dimmit,Texas
1,Malakoff News,Malakoff,Texas,2200,Henderson,Texas
1,Nevada County Picayune,Prescott,Ark.,2200,Nevada,Arkansas
1,McCormick Messenger,McCormick,S.C.,2200,McCormick,South Carolina
1,Kings Mountain Herald,Kings Mountain,N.C.,2200,Cleveland,North Carolina
1,Denton Orator,Denton,N.C.,2200,Davidson,North Carolina
1,Campbell Express,Campbell,Calif.,2200,Santa Clara,California
2,Fayette Tribune The,Oak Hill,W.Va.,2200,Fayette,West Virginia
1,Dixon Pilot,Dixon,Mo.,2200,Pulaski,Missouri
1,Belle Banner,Belle,Mo.,2200,Maries,Missouri
1,Springs Valley Herald,French Lick,Ind.,2200,Orange,Indiana
1,Lawson Review,Lawson,Mo.,2200,Clay,Missouri
1,Arcola Record-Herald,Arcola,Ill.,2200,Douglas,Illinois
1,St Joseph Telegraph,St Joseph,Mo.,2200,Buchanan,Missouri
1,Swarthmorean,Swarthmore,Pa.,2200,Delaware,Pennsylvania
6,Call-Leader,Elwood,Ind.,2200,Madison,Indiana
1,Chronicle,Hoopeston,Ill.,2200,Vermilion,Illinois
1,Press-News The,Minerva,Ohio,2200,Stark,Ohio
1,Gilman Star,Gilman,Ill.,2200,Iroquois,Illinois
1,Columbia Paper,Ghent,N.Y.,2200,Columbia,New York
1,Pittsfield Gazette,Pittsfield,Mass.,2200,Berkshire,Massachusetts
1,Buhl Herald,Buhl,Idaho,2200,Twin Falls,Idaho
1,Cedar County News,Hartington,Neb.,2200,Cedar,Nebraska
1,Todd County Tribune,Mission,S.D.,2200,Todd,South Dakota
1,Kuna Melba News,Kuna,Idaho,2200,Ada,Idaho
1,Weiser Signal American,Weiser,Idaho,2200,Washington,Idaho
1,Marion Advertiser,Marion,Wisc.,2200,Waupaca,Wisconsin
1,Staples World,Staples,Minn.,2200,Wadena,Minnesota
1,Pilot-Independent,Walker,Minn.,2200,Cass,Minnesota
1,Leavenworth Echo,Leavenworth,Wash.,2200,Chelan,Washington
1,Davenport Times,Davenport,Wash.,2200,Lincoln,Washington
1,Blaine County Journal/News-Opinion,Chinook,Mont.,2198,Blaine,Montana
1,Carroll County Review,Thomson,Ill.,2196,Carroll,Illinois
5,Catskill Daily Mail,Catskill,N.Y.,2196,Greene,New York
1,Bandera Bulletin,Bandera,Texas,2193,Bandera,Texas
1,Shelter Island Reporter,Shelter Island,N.Y.,2191,Suffolk,New York
1,Yates Center News,Yates Center,Kan.,2190,Woodson,Kansas
1,Mason County News,Mason,Texas,2188,Mason,Texas
1,Archbold Buckeye,Archbold,Ohio,2186,Fulton,Ohio
1,Kemper County Messenger,De Kalb,Miss.,2185,Kemper,Mississippi
1,Countywide & Sun,Shawnee,Okla.,2183,Pottawatomie,Oklahoma
1,Wylie News,Wylie,Texas,2179,Collin,Texas
1,Murphy Monitor,Wylie,Texas,2179,Collin,Texas
1,Manito Review,Manito,Ill.,2178,Mason,Illinois
1,Cass County Sun,Linden,Texas,2175,Cass,Texas
1,Southern Utah News,Kanab,Utah,2175,Kane,Utah
1,Mansfield Mirror,Mansfield,Mo.,2175,Wright,Missouri
1,Benson County Farmers Press,Minnewaukan,N.D.,2175,Benson,North Dakota
1,Bullhead City Bee,Bullhead City,Ariz.,2174,Mohave,Arizona
1,Ouray County Plaindealer,Ouray,Colo.,2166,Ouray,Colorado
1,San Patricio County News,Sinton,Texas,2161,San Patricio,Texas
1,Texan Express,Goliad,Texas,2161,Goliad,Texas
1,Assumption Pioneer,Napoleonville,La.,2161,Assumption Parish,Louisiana
1,San Jacinto News-Times,Shepherd,Texas,2161,San Jacinto,Texas
1,Hometown News,Hewitt,Texas,2161,McLennan,Texas
1,Middletown Valley Citizen,Middletown,Md.,2161,Frederick,Maryland
1,Mountain-Ear,Nederland,Colo.,2161,Boulder,Colorado
1,Democrat Message,Mount Sterling,Ill.,2161,Brown,Illinois
1,Heath News,Heath,Ohio,2161,Licking,Ohio
1,Pelham Weekly,Pelham,N.Y.,2161,Westchester,New York
1,Goshen Independent,Goshen,N.Y.,2161,Orange,New York
1,Pierce County Leader,Pierce,Neb.,2161,Pierce,Nebraska
1,Kirbyville Banner,Kirbyville,Texas,2160,Jasper,Texas
2,Daily World The,Helena,Ark.,2157,Phillips,Arkansas
1,Coal City Courant,Coal City,Ill.,2155,Grundy,Illinois
1,Ponte Vedra Recorder,Ponte Vedra Beach,Fla.,2152,St. Johns,Florida
1,North Ouachita Weekly News,Sterlington,La.,2150,Ouachita Parish,Louisiana
1,Coffeeville Courier,Coffeeville,Miss.,2150,Yalobusha,Mississippi
1,Cleveland American,Cleveland,Okla.,2150,Pawnee,Oklahoma
1,Cherokee Messenger & Republican,Cherokee,Okla.,2150,Alfalfa,Oklahoma
5,Council Grove Republican,Council Grove,Kan.,2150,Morris,Kansas
1,Boone County Journal,Ashland,Mo.,2150,Boone,Missouri
1,Calhoun News-Herald,Hardin,Ill.,2150,Calhoun,Illinois
1,Tecumseh Chieftain,Tecumseh,Neb.,2150,Johnson,Nebraska
1,Hancock County Courier,New Cumberland,W.Va.,2150,Hancock,West Virginia
1,Loudonville Times,Loudonville,Ohio,2150,Ashland,Ohio
1,Ritzville Adams County Journal,Ritzville,Wash.,2146,Adams,Washington
1,Bisbee Observer,Bisbee,Ariz.,2145,Cochise,Arizona
1,Orchard Park Bee,Orchard Park,N.Y.,2140,Erie,New York
1,Thorp Courier,Thorp,Wisc.,2135,Clark,Wisconsin
1,Foggy Bottom Current,Washington,D.C.,2134,District of Columbia,District of Columbia
1,York Weekly,York,Maine,2134,York,Maine
1,De Forest Times-Tribune,De Forest,Wisc.,2134,Dane,Wisconsin
1,Houston County News,La Crescent,Minn.,2134,Houston,Minnesota
1,Sheboygan Falls News,Sheboygan Falls,Wisc.,2133,Sheboygan,Wisconsin
1,Chatham Record,Pittsboro,N.C.,2130,Chatham,North Carolina
1,Harnett County News,Lillington,N.C.,2129,Harnett,North Carolina
1,Progress Examiner,Orleans,Ind.,2129,Orange,Indiana
1,Lindale News & Times,Lindale,Texas,2127,Smith,Texas
3,Camp Verde Bugle,Cottonwood,Ariz.,2125,Apache,Arizona
1,Shelby Promoter,Shelby,Mont.,2125,Toole,Montana
1,Leon Journal-Reporter,Leon,Iowa,2124,Decatur,Iowa
1,Hamburg Area Item,Hamburg,Pa.,2118,Berks,Pennsylvania
1,Gering Courier,Gering,Neb.,2118,Scotts Bluff,Nebraska
1,Gothenburg Times,Gothenburg,Neb.,2117,Dawson,Nebraska
1,Bellville Star & Tri-Forks Press,Bellville,Ohio,2116,Richland,Ohio
1,St Anthony Bulletin,St Anthony,Minn.,2114,Hennepin,Minnesota
1,Tobacco Valley News,Eureka,Mont.,2114,Lincoln,Montana
1,Carver County News,Watertown,Minn.,2113,Carver,Minnesota
1,Pickett County Press,Byrdstown,Tenn.,2111,Pickett,Tennessee
1,Onaway Outlook,Onaway,Mich.,2111,Presque Isle,Michigan
2,Nebraska City News-Press,Nebraska City,Neb.,2110,Otoe,Nebraska
1,Appleton Press,Appleton,Minn.,2110,Swift,Minnesota
1,Granite Falls Advocate Tribune,Clarkfield,Minn.,2108,Yellow Medicine,Minnesota
1,Brillion News,Brillion,Wisc.,2105,Calumet,Wisconsin
1,Stillwater County News,Columbus,Mont.,2105,Stillwater,Montana
1,Greenwich Journal & Salem Press,Greenwich,N.Y.,2103,Washington,New York
1,Western Observer,Anson,Texas,2100,Jones,Texas
1,West Carroll Gazette The,Oak Grove,La.,2100,West Carroll Parish,Louisiana
5,Hereford Brand,Hereford,Texas,2100,Deaf Smith,Texas
1,Stroud American,Stroud,Okla.,2100,Lincoln,Oklahoma
1,Current Local,Van Buren,Mo.,2100,Carter,Missouri
1,Spencer County Leader,Dale,Ind.,2100,Spencer,Indiana
1,Okawville Times,Okawville,Ill.,2100,Washington,Illinois
1,News-Ledger,West Sacramento,Calif.,2100,Yolo,California
1,Times Record,Spencer,W.Va.,2100,Roane,West Virginia
1,Western Kansas World,Wakeeney,Kan.,2100,Trego,Kansas
1,Limon Leader The,Limon,Colo.,2100,Lincoln,Colorado
1,Pleasants County Leader,St Marys,W.Va.,2100,Pleasants,West Virginia
1,Mason City Banner Times,Mason City,Ill.,2100,Mason,Illinois
1,Utica Herald,Utica,Ohio,2100,Licking,Ohio
1,Journal News,Spencerville,Ohio,2100,Allen,Ohio
1,Bremen Enquirer,Bremen,Ind.,2100,Marshall,Indiana
2,News Eagle,Hawley,Pa.,2100,Wayne,Pennsylvania
1,Highland Review,Riverside,Iowa,2100,Washington,Iowa
1,Albion News,Albion,Neb.,2100,Boone,Nebraska
1,Medfield Press,Medfield,Mass.,2100,Norfolk,Massachusetts
2,Wayne Herald,Wayne,Neb.,2100,Wayne,Nebraska
1,Carlisle Mosquito,Carlisle,Mass.,2100,Middlesex,Massachusetts
1,Palmyra Enterprise,Palmyra,Wisc.,2100,Jefferson,Wisconsin
1,Durand Express,Durand,Mich.,2100,Shiawassee,Michigan
1,Myrtle Point Herald,Myrtle Point,Ore.,2100,Coos,Oregon
1,Lodi Enterprise,Lodi,Wisc.,2100,Columbia,Wisconsin
1,Jackson County Chronicle,Black River Falls,Wisc.,2100,Jackson,Wisconsin
1,Perham Focus,New York Mills,Minn.,2100,Otter Tail,Minnesota
1,Frazee-Vergas Forum,Frazee,Minn.,2100,Becker,Minnesota
5,Valley City Times-Record,Valley City,N.D.,2100,Barnes,North Dakota
1,Soperton News,Soperton,Ga.,2094,Treutlen,Georgia
1,Skiatook Journal,Skiatook,Okla.,2091,Osage,Oklahoma
1,Ord Quiz,Ord,Neb.,2090,Valley,Nebraska
1,Northwestern Illinois Farmer,Lena,Ill.,2090,Stephenson,Illinois
1,Prophetstown Echo,Prophetstown,Ill.,2088,Whiteside,Illinois
5,Wahpeton Daily News,Wahpeton,N.D.,2085,Richland,North Dakota
1,Democrat,Emmetsburg,Iowa,2083,Palo Alto,Iowa
1,Deposit Courier,Deposit,N.Y.,2082,Broome,New York
1,Beulah Beacon,Beulah,N.D.,2081,Mercer,North Dakota
1,Electra Star-News,Electra,Texas,2079,Wichita,Texas
1,Grundy Register,Grundy Center,Iowa,2079,Grundy,Iowa
1,Marthasville Record,Marthasville,Mo.,2077,Warren,Missouri
1,Jefferson Jimplecute,Jefferson,Texas,2075,Marion,Texas
1,Dutch Harbor Fisherman,Unalaska,Alaska,2074,Aleutians West Census Area,Alaska
5,McDonough County Voice The,Macomb,Ill.,2073,McDonough,Illinois
7,Register Citizen,Torrington,Conn.,2069,Litchfield,Connecticut
1,Harbor Light,Harbor Springs,Mich.,2069,Emmet,Michigan
1,Republic Monitor,Republic,Mo.,2068,Greene,Missouri
1,Commerce Journal,Greenville,Texas,2067,Hunt,Texas
1,Lovell Chronicle,Lovell,Wyo.,2067,Big Horn,Wyoming
1,Cameron Herald,Cameron,Texas,2066,Milam,Texas
1,Hall County Herald,Memphis,Texas,2065,Hall,Texas
1,Astoria South Fulton Argus,Astoria,Ill.,2062,Fulton,Illinois
1,Doings Western Springs,Western Springs,Ill.,2062,Cook,Illinois
1,Savanna Times-Journal,Savanna,Ill.,2060,Carroll,Illinois
1,Herington Times,Herington,Kan.,2058,Morris,Kansas
1,Eagle Lake Headlight,Eagle Lake,Texas,2057,Colorado,Texas
1,Keene Star,Keene,Texas,2056,Johnson,Texas
5,Daily Freeman-Journal,Webster City,Iowa,2055,Hamilton,Iowa
1,Charleston Express,Charleston,Ark.,2050,Franklin,Arkansas
1,Webb City Sentinel,Webb City,Mo.,2050,Jasper,Missouri
1,Valentine Midland News,Valentine,Neb.,2050,Cherry,Nebraska
1,Miller Press,Miller,S.D.,2050,Hand,South Dakota
1,Baldwin Bulletin,Baldwin,Wisc.,2050,St. Croix,Wisconsin
1,River Press,Fort Benton,Mont.,2050,Chouteau,Montana
6,Rensselaer Republican,Rensselaer,Ind.,2049,Jasper,Indiana
1,Bixby Bulletin,Bixby,Okla.,2047,Tulsa,Oklahoma
1,Canadian Record,Canadian,Texas,2045,Hemphill,Texas
1,Weston Town Crier,Weston,Mass.,2045,Middlesex,Massachusetts
1,Dardanelle Post-Dispatch,Dardanelle,Ark.,2044,Yell,Arkansas
1,Dallas Post Tribune,Dallas,Texas,2037,Dallas,Texas
1,Wilber Republican,Wilber,Neb.,2037,Saline,Nebraska
1,Hartville News,Hartville,Ohio,2037,Stark,Ohio
1,Free Press Advocate The,Wilmington,Ill.,2037,Will,Illinois
1,Mathis News,Mathis,Texas,2035,San Patricio,Texas
1,Estacada County News,Estacada,Ore.,2035,Clackamas,Oregon
1,Hazen Star,Hazen,N.D.,2034,Mercer,North Dakota
1,Lake Powell Chronicle,Page,Ariz.,2031,Coconino,Arizona
1,Lake County News-Chronicle,Two Harbors,Minn.,2031,Lake,Minnesota
1,Pilot Point Post Signal,Pilot Point,Texas,2030,Denton,Texas
1,Herald-News,Wolf Point,Mont.,2030,Roosevelt,Montana
1,Lonoke Democrat,Lonoke,Ark.,2029,Lonoke,Arkansas
1,Johnsonburg Press,Johnsonburg,Pa.,2029,Elk,Pennsylvania
1,Battle Lake Review,Battle Lake,Minn.,2026,Otter Tail,Minnesota
1,Ajo Copper News,Ajo,Ariz.,2025,Pima,Arizona
1,Marion Times-Standard,Marion,Ala.,2025,Perry,Alabama
1,Wisner News-Chronicle,Wisner,Neb.,2021,Cuming,Nebraska
1,Letcher County Community Press,Jenkins,Ky.,2020,Letcher,Kentucky
1,Douglas County Mail,Myrtle Creek,Ore.,2020,Douglas,Oregon
1,Valdez Star The,Valdez,Alaska,2020,Valdez-Cordova Census Area,Alaska
1,Gardner News,Gardner,Kan.,2018,Johnson,Kansas
1,Crawford County Independent & Kickapoo Scout,Gays Mills,Wisc.,2015,Crawford,Wisconsin
1,Arizona Range News,Willcox,Ariz.,2014,Cochise,Arizona
1,Onawa Democrat,Onawa,Iowa,2014,Monona,Iowa
1,Holtville Tribune,Holtville,Calif.,2013,Imperial,California
1,Mount Olive Chronicle,Chester,N.J.,2013,Morris,New Jersey
1,Lawrence Ledger The,Lawrence Township,N.J.,2012,Mercer,New Jersey
1,News-Sickle-Arrow,Black Earth,Wisc.,2012,Dane,Wisconsin
1,Richwood Gazette,Richwood,Ohio,2011,Union,Ohio
1,Campbellsport News,Campbellsport,Wisc.,2011,Fond du Lac,Wisconsin
1,Springtown Epigraph,Springtown,Texas,2010,Parker,Texas
1,Spring Hill New Era,Gardner,Kan.,2010,Johnson,Kansas
1,The Sentinel of Gloucester County,Malaga,N.J.,2010,Gloucester,New Jersey
1,Times Observer,Oregon,Mo.,2010,Holt,Missouri
6,Kent County Daily Times,West Warwick,R.I.,2010,Kent,Rhode Island
1,Decatur Republican,Decatur,Mich.,2009,Van Buren,Michigan
1,Timpson and Tenaha News,Timpson,Texas,2007,Shelby,Texas
1,Waseca County News,Waseca,Minn.,2007,Waseca,Minnesota
1,Goodland Star News,Goodland,Kan.,2004,Sherman,Kansas
1,Madison Eagle,Madison,N.J.,2003,Morris,New Jersey
1,Goliad Advance-Guard,Goliad,Texas,2000,Goliad,Texas
1,News Bulletin,Castroville,Texas,2000,Medina,Texas
1,Bulverde Standard,Bulverde,Texas,2000,Comal,Texas
1,Hometown Press,Winnie,Texas,2000,Chambers,Texas
1,Kaplan Herald,Kaplan,La.,2000,Vermilion Parish,Louisiana
1,Navasota Star,Navasota,Texas,2000,Grimes,Texas
1,Lexington Leader,Lexington,Texas,2000,Lee,Texas
1,Junction Eagle,Junction,Texas,2000,Kimble,Texas
1,Zachary Plainsman,Baker,La.,2000,East Baton Rouge Parish,Louisiana
1,Twin City News,Chattahoochee,Fla.,2000,Gadsden,Florida
1,St Francisville Democrat,St Francisville,La.,2000,West Feliciana Parish,Louisiana
1,Groveton News,Groveton,Texas,2000,Trinity,Texas
1,Brantley Enterprise,Nahunta,Ga.,2000,Brantley,Georgia
1,Ocilla Star,Ocilla,Ga.,2000,Irwin,Georgia
1,Fairfield Recorder,Fairfield,Texas,2000,Freestone,Texas
1,De Leon Free Press,De Leon,Texas,2000,Comanche,Texas
1,Joshua Star,Joshua,Texas,2000,Johnson,Texas
1,Julian News,Julian,Calif.,2000,San Diego,California
1,Holmes County Herald,Lexington,Miss.,2000,Holmes,Mississippi
1,Haskell Free Press,Haskell,Texas,2000,Haskell,Texas
1,Nashville Leader,Nashville,Ark.,2000,Howard,Arkansas
1,Loris Scene,Loris,S.C.,2000,Horry,South Carolina
2,Powdersville Post,Powdersville,S.C.,2000,Anderson,South Carolina
1,Mangum Star-News,Mangum,Okla.,2000,Greer,Oklahoma
1,Guadalupe County Communicator,Santa Rosa,N.M.,2000,Guadalupe,New Mexico
1,Hendersonville Lightning,Hendersonville,N.C.,2000,Henderson,North Carolina
2,Henryetta Free Lance,Henryetta,Okla.,2000,Okmulgee,Oklahoma
1,North-Stoddard Countian,Bloomfield,Mo.,2000,Stoddard,Missouri
1,Montgomery County Chronicle,Caney,Kan.,2000,Montgomery,Kansas
1,Herald-Ledger The,Eddyville,Ky.,2000,Lyon,Kentucky
1,Wellington Daily News,Wellington,Kan.,2000,Sumner,Kansas
1,Industrial News,Iaeger,W.Va.,2000,McDowell,West Virginia
3,Pratt Tribune The,Pratt,Kan.,2000,Pratt,Kansas
1,Journal Messenger,Marissa,Ill.,2000,St. Clair,Illinois
1,St Elmo Banner,St Elmo,Ill.,2000,Fayette,Illinois
1,Smithville Herald,Smithville,Mo.,2000,Clay,Missouri
1,Clear Creek Courant,Idaho Springs,Colo.,2000,Clear Creek,Colorado
1,Phillips County Review,Phillipsburg,Kan.,2000,Phillips,Kansas
1,Payson Chronicle,Payson,Utah,2000,Utah,Utah
1,Middletown News,Middletown,Ind.,2000,Henry,Indiana
1,Versailles Policy,Versailles,Ohio,2000,Darke,Ohio
1,Battle Mountain Bugle,Battle Mountain,Nev.,2000,Lander,Nevada
3,Berne Tri Weekly News,Berne,Ind.,2000,Adams,Indiana
1,Bloomfield Democrat,Bloomfield,Iowa,2000,Davis,Iowa
1,News-Journal,North Manchester,Ind.,2000,Wabash,Indiana
1,New London Record,New London,Ohio,2000,Huron,Ohio
1,Henry News Republican,Henry,Ill.,2000,Marshall,Illinois
1,Globe Leader,New Wilmington,Pa.,2000,Lawrence,Pennsylvania
1,Churubusco News,Churubusco,Ind.,2000,Whitley,Indiana
1,Adair County Free Press,Greenfield,Iowa,2000,Adair,Iowa
1,Record,Renovo,Pa.,2000,Clinton,Pennsylvania
1,Pella Chronicle,Pella,Iowa,2000,Marion,Iowa
1,Garden County News,Oshkosh,Neb.,2000,Garden,Nebraska
2,Missouri Valley Times-News,Missouri Valley,Iowa,2000,Harrison,Iowa
1,Journal Era,Berrien Springs,Mich.,2000,Berrien,Michigan
1,Hancock HeraldThe,Hancock,N.Y.,2000,Delaware,New York
1,Kingston Reporter,Kingston,Mass.,2000,Plymouth,Massachusetts
1,Salamanca Press,Salamanca,N.Y.,2000,Cattaraugus,New York
1,Mountain Eagle,Stamford,N.Y.,2000,Delaware,New York
1,Rogue River Press,Rogue River,Ore.,2000,Jackson,Oregon
1,Upper Rogue Independent,Eagle Point,Ore.,2000,Jackson,Oregon
1,Sherburne News,Sherburne,N.Y.,2000,Chenango,New York
1,Amesbury News,Amesbury,Mass.,2000,Essex,Massachusetts
6,Evening Times The,Little Falls,N.Y.,2000,Herkimer,New York
1,Gregory Times-Advocate,Gregory,S.D.,2000,Gregory,South Dakota
1,Westby Times,Westby,Wisc.,2000,Vernon,Wisconsin
1,NRHEG Star Eagle,New Richland,Minn.,2000,Waseca,Minnesota
1,Tri-County Times,Junction City,Ore.,2000,Lane,Oregon
